City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,yerofey pavlovich,53.9667,121.9667,11.74,82,73,2.06,RU,Jun 24 2023
275,pokrovsk,48.282,37.1758,18.63,97,100,2.34,UA,Jun 24 2023
276,gadzhiyevo,69.2551,33.3362,12.09,75,99,3.61,RU,Jun 24 2023
277,margate,51.3813,1.3862,20.39,71,0,3.37,GB,Jun 24 2023
278,vila velha,-20.3297,-40.2925,23.97,82,75,3.6,BR,Jun 24 2023
279,sabang,5.8933,95.3214,28.0,73,95,3.66,ID,Jun 24 2023
280,san patricio,28.017,-97.5169,38.42,47,5,7.87,US,Jun 24 2023
281,vorgashor,67.5833,63.95,3.51,79,1,2.91,RU,Jun 24 2023
282,nueve de julio,-35.4444,-60.8831,13.87,88,100,4.02,AR,Jun 24 2023
283,songjianghe,42.1859,127.479,17.14,88,70,2.46,CN,Jun 24 2023
284,peace river,56.2501,-117.286,28.17,39,40,4.63,CA,Jun 24 2023
285,tazacorte,28.629,-17.9293,22.54,87,40,8.23,ES,Jun 24 2023
286,klyuchi,52.2667,79.1667,12.15,48,100,1.82,RU,Jun 24 2023
287,taksimo,56.3444,114.8794,16.25,93,100,1.35,RU,Jun 24 2023
288,punta arenas,-53.15,-70.9167,3.06,87,75,3.6,CL,Jun 24 2023
289,remire-montjoly,4.9167,-52.2667,28.02,78,100,3.09,GF,Jun 24 2023
290,plastun,44.7561,136.2939,17.22,76,49,0.79,RU,Jun 24 2023
291,kerikeri,-35.2268,173.9474,12.73,96,100,0.89,NZ,Jun 24 2023
292,dungarvan,52.0881,-7.6253,17.52,100,46,3.13,IE,Jun 24 2023
293,bolivar,37.6145,-93.4105,33.48,58,1,0.45,US,Jun 24 2023
294,happy valley-goose bay,53.3168,-60.3315,13.17,82,100,1.03,CA,Jun 24 2023
295,chietla,18.5167,-98.5833,36.14,17,100,2.45,MX,Jun 24 2023
296,eichstatt,48.8833,11.1833,17.23,68,20,1.03,DE,Jun 24 2023
297,bereket,39.2446,55.5154,27.05,43,100,4.92,TM,Jun 24 2023
298,san antonio,29.4241,-98.4936,40.03,39,0,5.14,US,Jun 24 2023
299,kuandian,40.7286,124.7847,16.71,92,6,0.68,CN,Jun 24 2023
300,una,20.8167,71.0333,28.44,77,98,5.5,IN,Jun 24 2023
301,saint-philippe,-21.3585,55.7679,18.77,80,89,6.92,RE,Jun 24 2023
302,champerico,14.3,-91.9167,33.3,65,99,3.98,GT,Jun 24 2023
303,rio gallegos,-51.6226,-69.2181,4.03,87,75,6.69,AR,Jun 24 2023
304,ciudad lazaro cardenas,17.9583,-102.2,30.85,63,86,5.15,MX,Jun 24 2023
305,tranqueras,-31.2,-55.75,21.0,84,36,2.55,UY,Jun 24 2023
306,roma,43.2128,-75.4557,24.93,87,75,3.6,US,Jun 24 2023
307,neftegorsk,52.802,51.166,13.75,69,100,6.27,RU,Jun 24 2023
308,weiser,44.251,-116.9693,29.06,30,33,0.45,US,Jun 24 2023
309,ouani,-12.1322,44.4258,25.21,69,10,6.49,KM,Jun 24 2023
310,flin flon,54.7682,-101.865,27.91,30,40,6.69,CA,Jun 24 2023
311,puerto san jose,13.9256,-90.8244,30.16,65,100,3.31,GT,Jun 24 2023
312,gonen,40.1049,27.654,19.96,68,0,1.26,TR,Jun 24 2023
313,orapa,-21.2833,25.3667,13.58,47,0,3.74,BW,Jun 24 2023
314,fonte boa,-2.4959,-66.2662,27.3,87,87,1.23,BR,Jun 24 2023
315,chibougamau,49.9168,-74.3659,22.79,43,100,4.63,CA,Jun 24 2023
316,kutoarjo,-7.7169,109.9128,23.71,91,85,0.68,ID,Jun 24 2023
317,arar,30.9753,41.0381,32.01,11,0,3.6,SA,Jun 24 2023
318,nguigmi,14.2495,13.1092,28.97,54,15,3.13,NE,Jun 24 2023
319,mogok,22.9167,96.5,19.04,98,100,1.16,MM,Jun 24 2023
320,kitimat,54.0524,-128.6534,24.21,63,0,4.47,CA,Jun 24 2023
321,masterton,-40.9597,175.6575,12.02,91,100,3.16,NZ,Jun 24 2023
322,nytva,57.9404,55.334,11.94,95,96,0.93,RU,Jun 24 2023
323,bowling green,36.9903,-86.4436,32.96,31,40,2.95,US,Jun 24 2023
324,howrah,22.5892,88.3103,28.0,94,75,1.54,IN,Jun 24 2023
325,neryungri,56.6709,124.6491,12.88,75,5,0.88,RU,Jun 24 2023
326,el hadjira,32.6134,5.5126,35.09,14,0,2.14,DZ,Jun 24 2023
327,meulaboh,4.1363,96.1285,24.74,92,99,2.63,ID,Jun 24 2023
328,nurabad,34.0734,47.9725,19.33,25,0,2.69,IR,Jun 24 2023
329,alta,69.9689,23.2717,15.59,76,0,8.23,NO,Jun 24 2023
330,ilhabela,-23.7781,-45.3581,21.91,77,0,1.45,BR,Jun 24 2023
331,richards bay,-28.783,32.0377,17.29,91,0,2.78,ZA,Jun 24 2023
332,neiafu,-18.65,-173.9833,21.38,94,20,0.0,TO,Jun 24 2023
333,yankton,42.8711,-97.3973,31.18,61,0,2.57,US,Jun 24 2023
334,mahina,-17.5065,-149.489,28.87,74,20,5.66,PF,Jun 24 2023
335,walvis bay,-22.9575,14.5053,12.53,94,18,1.03,NA,Jun 24 2023
336,fort bragg,35.139,-79.006,30.25,48,46,3.8,US,Jun 24 2023
337,lautoka,-17.6167,177.4667,19.92,88,20,2.06,FJ,Jun 24 2023
338,vaxjo,56.8777,14.8091,18.03,63,44,2.06,SE,Jun 24 2023
339,zahedan,29.4963,60.8629,28.12,16,12,0.7,IR,Jun 24 2023
340,rockport,28.0206,-97.0544,35.01,70,0,5.66,US,Jun 24 2023
341,shimokizukuri,40.8061,140.3861,18.86,98,100,1.48,JP,Jun 24 2023
342,chilecito,-29.1619,-67.4974,24.31,16,0,3.0,AR,Jun 24 2023
343,airway heights,47.6446,-117.5933,27.59,26,40,3.09,US,Jun 24 2023
344,basco,20.4487,121.9702,28.25,79,99,8.7,PH,Jun 24 2023
345,belaya kholunitsa,58.84,50.8528,9.07,90,16,1.38,RU,Jun 24 2023
346,airdrie,55.866,-3.9803,20.15,79,38,3.04,GB,Jun 24 2023
347,mariinsk,56.2139,87.7472,8.42,89,100,2.15,RU,Jun 24 2023
348,leongatha,-38.4833,145.95,8.98,61,6,4.46,AU,Jun 24 2023
349,lambunao,11.0556,122.4759,23.28,93,100,1.61,PH,Jun 24 2023
350,kruisfontein,-34.0033,24.7314,13.82,91,100,0.78,ZA,Jun 24 2023
351,kamaishi,39.2667,141.8833,18.06,92,100,1.49,JP,Jun 24 2023
352,acapulco de juarez,16.8634,-99.8901,30.9,66,75,3.09,MX,Jun 24 2023
353,al bawiti,28.3492,28.8659,27.52,29,0,4.87,EG,Jun 24 2023
354,fuyang,32.9,115.8167,22.33,86,100,2.59,CN,Jun 24 2023
355,prince rupert,54.3161,-130.3201,14.83,90,100,2.57,CA,Jun 24 2023
356,harper,4.375,-7.7169,24.91,83,97,5.29,LR,Jun 24 2023
357,general acha,-37.377,-64.6043,12.52,59,100,4.91,AR,Jun 24 2023
358,ronneby,56.21,15.276,19.28,68,77,2.57,SE,Jun 24 2023
359,nushki,29.5542,66.0215,32.5,31,42,3.06,PK,Jun 24 2023
360,port sudan,19.6175,37.2164,32.41,39,3,2.07,SD,Jun 24 2023
361,sake,-1.5736,29.045,17.51,92,97,1.01,CD,Jun 24 2023
362,ondjiva,-17.0667,15.7333,18.02,29,0,3.09,AO,Jun 24 2023
363,khandyga,62.6667,135.6,23.08,60,3,0.41,RU,Jun 24 2023
364,aykhal,66.0,111.5,13.15,64,83,2.91,RU,Jun 24 2023
365,kochubey,44.3861,46.5825,20.91,47,5,5.04,RU,Jun 24 2023
366,volkovysk,53.1561,24.4513,17.39,66,100,2.5,BY,Jun 24 2023
367,cleveland,41.4995,-81.6954,26.29,74,75,3.09,US,Jun 24 2023
368,tocopilla,-22.092,-70.1979,20.05,74,18,0.21,CL,Jun 24 2023
369,karasburg,-28.0167,18.75,15.11,25,0,2.33,NA,Jun 24 2023
370,arauco,-37.2463,-73.3175,13.03,97,100,0.64,CL,Jun 24 2023
371,angra do heroismo,38.65,-27.2167,23.34,79,40,2.68,PT,Jun 24 2023
372,homer,59.6425,-151.5483,16.54,87,100,3.09,US,Jun 24 2023
373,selfoss,63.9331,-20.9971,13.36,96,100,2.83,IS,Jun 24 2023
374,san felipe,10.3399,-68.7425,29.0,67,100,2.45,VE,Jun 24 2023
375,verkhnevilyuysk,63.4453,120.3167,17.02,70,99,1.2,RU,Jun 24 2023
376,zholymbet,51.7433,71.7122,10.75,63,94,1.05,KZ,Jun 24 2023
377,slave lake,55.2834,-114.769,20.99,73,0,2.57,CA,Jun 24 2023
378,salinopolis,-0.6136,-47.3561,26.36,84,31,4.71,BR,Jun 24 2023
379,junin de los andes,-39.9504,-71.0694,6.12,76,39,4.54,AR,Jun 24 2023
380,mezhdurechenskiy,59.6,65.9333,6.5,83,60,1.15,RU,Jun 24 2023
381,bechar,31.6167,-2.2167,35.18,12,0,4.63,DZ,Jun 24 2023
382,pervomayskoye,43.919,46.7102,19.37,54,17,3.55,RU,Jun 24 2023
383,san andres,12.5847,-81.7006,31.01,70,40,6.69,CO,Jun 24 2023
384,dire dawa,9.5931,41.8661,22.86,66,91,5.8,ET,Jun 24 2023
385,port washington,40.8257,-73.6982,28.09,73,75,4.63,US,Jun 24 2023
386,bam,29.106,58.357,36.61,17,40,2.01,IR,Jun 24 2023
387,angamacutiro de la union,20.1667,-101.6833,34.9,12,22,5.06,MX,Jun 24 2023
388,zhangjiakou,40.81,114.8794,22.87,27,99,2.24,CN,Jun 24 2023
389,itaituba,-4.2761,-55.9836,34.09,52,20,2.57,BR,Jun 24 2023
390,saint-joseph,-21.3667,55.6167,19.15,81,75,6.21,RE,Jun 24 2023
391,nuuk,64.1835,-51.7216,3.34,87,75,3.6,GL,Jun 24 2023
392,brookings,44.3114,-96.7984,25.03,71,100,6.69,US,Jun 24 2023
393,alliance,40.9153,-81.1059,25.35,86,78,2.98,US,Jun 24 2023
394,piti village,13.4626,144.6933,28.49,86,0,2.57,GU,Jun 24 2023
395,anatuya,-28.4606,-62.8347,26.37,54,0,1.38,AR,Jun 24 2023
396,kavaratti,10.5669,72.642,28.78,75,100,8.11,IN,Jun 24 2023
397,alesund,62.4723,6.1549,16.67,67,0,4.63,NO,Jun 24 2023
398,port augusta,-32.5,137.7667,6.9,58,6,5.68,AU,Jun 24 2023
399,nevel'sk,46.6733,141.8633,14.24,78,41,2.48,RU,Jun 24 2023
400,douliu,23.7094,120.5433,28.2,88,99,1.62,TW,Jun 24 2023
401,brisas de zicatela,15.8369,-97.0419,28.29,69,100,3.09,MX,Jun 24 2023
402,barah,13.7,30.3667,32.94,36,51,4.01,SD,Jun 24 2023
403,nefta,33.8731,7.8777,36.14,18,2,0.71,TN,Jun 24 2023
404,cabedelo,-6.9811,-34.8339,27.37,79,46,5.39,BR,Jun 24 2023
405,robore,-18.3333,-59.75,29.16,44,2,3.62,BO,Jun 24 2023
406,navia,43.5354,-6.7194,20.49,75,4,1.45,ES,Jun 24 2023
407,whangarei,-35.7317,174.3239,14.12,96,100,5.41,NZ,Jun 24 2023
408,nikolayevsk-on-amure,53.1406,140.73,21.9,61,21,1.46,RU,Jun 24 2023
409,santa ana de yacuma,-13.75,-65.4333,32.97,52,40,5.14,BO,Jun 24 2023
410,hilo,19.7297,-155.09,27.01,70,75,4.12,US,Jun 24 2023
411,calca,-13.3333,-71.95,22.64,23,2,0.38,PE,Jun 24 2023
412,choyr,46.3611,108.3611,15.09,73,91,3.19,MN,Jun 24 2023
413,floro,61.5996,5.0328,17.04,72,100,0.0,NO,Jun 24 2023
414,tutayev,57.8853,39.5406,11.51,84,47,0.5,RU,Jun 24 2023
415,beyneu,45.3167,55.2,23.64,35,2,3.33,KZ,Jun 24 2023
416,navrongo,10.8956,-1.0921,29.63,60,75,5.42,GH,Jun 24 2023
417,voi,-3.3945,38.563,19.96,80,67,4.11,KE,Jun 24 2023
418,cockburn town,21.4612,-71.1419,28.26,77,92,8.12,TC,Jun 24 2023
419,ebon,4.582,168.6964,28.23,80,100,8.93,MH,Jun 24 2023
420,kaedi,16.1465,-13.5047,37.97,20,16,3.96,MR,Jun 24 2023
421,tinajo,29.0788,-13.7081,23.49,69,20,5.66,ES,Jun 24 2023
422,kapa'a,22.0752,-159.319,29.18,75,100,7.72,US,Jun 24 2023
423,mogocha,53.7333,119.7667,12.27,80,100,1.69,RU,Jun 24 2023
424,auki,-8.7676,160.7034,26.5,86,100,2.68,SB,Jun 24 2023
425,dongola,19.1667,30.4833,31.73,13,28,4.55,SD,Jun 24 2023
426,sinabang,2.4803,96.3801,26.27,82,100,2.32,ID,Jun 24 2023
427,tomatlan,19.9333,-105.25,33.66,45,1,5.37,MX,Jun 24 2023
428,zirovnica,46.4047,14.14,18.42,77,58,1.29,SI,Jun 24 2023
429,qamdo,31.1667,97.2333,3.98,71,66,0.32,CN,Jun 24 2023
430,kandukur,15.2167,79.9167,28.2,73,100,2.58,IN,Jun 24 2023
431,san luis de la loma,17.2706,-100.8939,30.54,66,100,3.71,MX,Jun 24 2023
432,colonia,50.9333,6.95,23.79,59,0,0.51,DE,Jun 24 2023
433,touros,-5.1989,-35.4608,25.66,74,15,6.49,BR,Jun 24 2023
434,yuzhno-sukhokumsk,44.6581,45.6436,24.24,39,6,4.46,RU,Jun 24 2023
435,jeremoabo,-10.075,-38.4808,22.75,67,96,3.92,BR,Jun 24 2023
436,la ronge,55.1001,-105.2842,27.12,25,20,4.63,CA,Jun 24 2023
437,kampene,-3.6,26.6667,20.59,93,42,0.89,CD,Jun 24 2023
438,amungan,15.3652,119.9582,26.45,78,100,1.87,PH,Jun 24 2023
439,kish,26.5578,54.0194,33.15,55,0,8.23,IR,Jun 24 2023
440,prey veng,11.4868,105.3253,27.66,76,100,1.83,KH,Jun 24 2023
441,manavalakurichi,8.1333,77.3,26.2,84,99,5.45,IN,Jun 24 2023
442,burg auf fehmarn,54.4333,11.2,20.03,70,19,2.44,DE,Jun 24 2023
443,yahualica de gonzalez gallo,21.1333,-102.85,35.44,10,0,6.91,MX,Jun 24 2023
444,tahe,52.3333,124.7333,12.32,90,71,0.84,CN,Jun 24 2023
445,ternate,0.8,127.4,26.61,82,50,1.62,ID,Jun 24 2023
446,bathsheba,13.2167,-59.5167,30.34,70,40,4.63,BB,Jun 24 2023
447,cimin,39.7101,39.7021,15.04,67,0,1.03,TR,Jun 24 2023
448,eraan,9.0629,117.7016,25.88,84,91,1.3,PH,Jun 24 2023
449,prince george,53.9166,-122.753,27.92,32,0,2.57,CA,Jun 24 2023
450,undurkhaan,47.3194,110.6556,15.97,79,100,1.3,MN,Jun 24 2023
451,paka,4.6374,103.4368,23.96,94,100,0.0,MY,Jun 24 2023
452,camacupa,-12.0167,17.4833,13.23,34,0,1.55,AO,Jun 24 2023
453,saldanha,-33.0117,17.9442,13.03,93,3,5.25,ZA,Jun 24 2023
454,raduzhny,62.0961,77.475,3.69,93,100,2.07,RU,Jun 24 2023
455,san antonio de pale,-1.4014,5.6325,24.0,74,55,3.2,GQ,Jun 24 2023
456,berezovyy,51.6667,135.7,16.34,98,88,1.39,RU,Jun 24 2023
457,barabai,-2.5833,115.3833,22.98,92,11,0.72,ID,Jun 24 2023
458,tabuk,17.4189,121.4443,23.16,91,100,1.35,PH,Jun 24 2023
459,el vigia,8.6219,-71.6506,31.06,66,100,1.5,VE,Jun 24 2023
460,januaria,-15.4833,-44.3667,23.35,37,100,1.51,BR,Jun 24 2023
461,pangody,65.85,74.4859,3.75,93,16,3.24,RU,Jun 24 2023
462,newtown,-33.8984,151.1775,13.41,55,0,7.2,AU,Jun 24 2023
463,malvan,16.0667,73.4667,26.33,81,100,2.65,IN,Jun 24 2023
464,nar'yan-mar,67.6713,53.087,9.7,66,100,2.39,RU,Jun 24 2023
465,kudahuvadhoo,2.6708,72.8944,27.72,79,100,7.12,MV,Jun 24 2023
466,torghay,49.6339,63.4981,12.96,61,11,1.57,KZ,Jun 24 2023
467,laguna,38.421,-121.4238,29.06,44,0,3.6,US,Jun 24 2023
468,boma,7.0805,-2.1697,22.33,99,100,1.05,GH,Jun 24 2023
469,guanica,17.9716,-66.908,29.51,84,51,4.36,PR,Jun 24 2023
470,motueka,-41.1333,173.0167,11.17,92,100,1.27,NZ,Jun 24 2023
471,corning,42.1428,-77.0547,24.54,90,100,2.57,US,Jun 24 2023
472,gillette,44.2911,-105.5022,13.39,91,100,7.72,US,Jun 24 2023
473,wagga wagga,-35.1167,147.3667,5.47,95,5,1.84,AU,Jun 24 2023
474,coquimbo,-29.9533,-71.3436,20.85,73,0,3.09,CL,Jun 24 2023
475,general pinedo,-27.3167,-61.2833,31.01,53,0,2.24,AR,Jun 24 2023
476,mount gambier,-37.8333,140.7667,9.6,92,88,6.89,AU,Jun 24 2023
477,khatra,22.9833,86.85,27.68,84,100,2.89,IN,Jun 24 2023
478,farasan,16.7022,42.1183,31.95,66,9,1.3,SA,Jun 24 2023
479,santarem,-2.4431,-54.7083,31.07,70,20,3.6,BR,Jun 24 2023
480,san mariano,7.5,126.0,22.93,96,100,0.79,PH,Jun 24 2023
481,sisimiut,66.9395,-53.6735,5.77,73,100,3.1,GL,Jun 24 2023
482,santiago de cao,-7.9589,-79.2392,25.07,69,0,6.17,PE,Jun 24 2023
483,pathalgaon,22.5667,83.4667,25.5,83,100,2.13,IN,Jun 24 2023
484,al mawsil al jadidah,36.3346,43.0978,31.18,21,0,1.43,IQ,Jun 24 2023
485,wainwright,52.839,-110.8572,25.91,31,33,4.3,CA,Jun 24 2023
486,katav-ivanovsk,54.7531,58.1956,8.83,95,100,1.66,RU,Jun 24 2023
487,zhigalovo,54.8097,105.1578,10.97,96,1,1.14,RU,Jun 24 2023
488,san ignacio de velasco,-16.3667,-60.95,27.88,51,13,2.09,BO,Jun 24 2023
489,miranda do douro,41.4969,-6.2731,25.46,39,5,2.56,PT,Jun 24 2023
490,tarawa,1.419,172.984,29.05,79,75,4.63,KI,Jun 24 2023
491,namdrik,5.5994,168.1028,28.33,81,100,9.81,MH,Jun 24 2023
492,mili,6.0815,171.735,28.37,78,100,9.53,MH,Jun 24 2023
493,kabare,-2.4683,28.8242,16.71,87,84,0.52,CD,Jun 24 2023
494,bondo,3.8146,23.6866,21.12,99,100,0.71,CD,Jun 24 2023
495,takoradi,4.8845,-1.7554,24.87,85,97,5.95,GH,Jun 24 2023
496,piatra neamt,46.9167,26.3333,17.67,97,100,2.01,RO,Jun 24 2023
497,pangoa,-12.1167,-73.0,28.77,53,4,1.92,PE,Jun 24 2023
498,bentiu,9.2333,29.8333,25.37,76,94,0.84,SS,Jun 24 2023
499,rio de janeiro,-22.9028,-43.2075,27.12,69,0,3.6,BR,Jun 24 2023
500,bari,41.1177,16.8512,24.93,78,0,1.34,IT,Jun 24 2023
501,amga,60.8953,131.9608,20.97,72,0,0.36,RU,Jun 24 2023
502,damghan,36.1683,54.348,21.57,53,60,4.99,IR,Jun 24 2023
503,sola,-13.8833,167.55,25.05,65,18,9.8,VU,Jun 24 2023
504,shakawe,-18.3667,21.85,13.23,40,0,2.12,BW,Jun 24 2023
505,zyrya,40.3661,50.2917,21.05,62,23,5.84,AZ,Jun 24 2023
506,smirnykh,49.75,142.8333,13.18,83,65,1.47,RU,Jun 24 2023
507,mossel bay,-34.1831,22.146,13.96,88,100,8.25,ZA,Jun 24 2023
508,hualien city,23.9769,121.6044,25.85,84,48,2.27,TW,Jun 24 2023
509,laojunmiao,39.8333,97.7333,19.04,37,100,2.92,CN,Jun 24 2023
510,puerto colombia,10.9878,-74.9547,31.05,77,21,6.12,CO,Jun 24 2023
511,kirensk,57.7853,108.1119,14.06,97,100,4.25,RU,Jun 24 2023
512,quesnel,52.9999,-122.5029,25.28,33,20,1.54,CA,Jun 24 2023
513,murun-kuren,49.6342,100.1625,13.38,77,100,1.41,MN,Jun 24 2023
514,kedougou,12.5579,-12.1743,23.61,88,89,7.34,SN,Jun 24 2023
515,talara,-4.5772,-81.2719,28.42,61,0,6.17,PE,Jun 24 2023
516,muisne,0.6,-80.0333,26.55,81,97,5.33,EC,Jun 24 2023
517,pacific grove,36.6177,-121.9166,21.88,69,20,3.6,US,Jun 24 2023
518,tonghae,37.5439,129.1069,20.77,89,0,1.2,KR,Jun 24 2023
519,zhangye,38.9342,100.4517,20.34,31,86,3.42,CN,Jun 24 2023
520,tamanrasset,22.785,5.5228,23.95,35,40,9.77,DZ,Jun 24 2023
521,ma'ili,21.4219,-158.1803,29.01,48,20,4.63,US,Jun 24 2023
522,navoloki,57.4657,41.9634,12.25,82,75,1.78,RU,Jun 24 2023
523,cold lake,54.4502,-110.2017,25.97,34,20,4.63,CA,Jun 24 2023
524,dalnegorsk,44.5604,135.5701,18.82,74,23,0.78,RU,Jun 24 2023
525,broome,42.2506,-75.833,27.21,76,75,1.54,US,Jun 24 2023
526,al wakrah,24.85,51.3333,35.05,19,0,5.08,QA,Jun 24 2023
527,port shepstone,-30.7414,30.455,16.91,83,29,2.73,ZA,Jun 24 2023
528,ocean shores,46.9737,-124.1563,19.42,70,0,5.66,US,Jun 24 2023
529,kongwa,-6.2,36.4167,17.5,55,15,3.33,TZ,Jun 24 2023
530,elizabeth city,36.2946,-76.2511,32.25,61,0,5.66,US,Jun 24 2023
531,cuajinicuilapa,16.4667,-98.4167,30.81,59,98,4.95,MX,Jun 24 2023
532,besiri,37.9184,41.2924,20.75,56,0,1.54,TR,Jun 24 2023
533,yatou,37.15,122.3833,19.66,96,9,3.11,CN,Jun 24 2023
534,isangel,-19.55,169.2667,19.06,77,40,0.0,VU,Jun 24 2023
535,chernyshevskiy,63.0128,112.4714,14.22,67,99,1.4,RU,Jun 24 2023
536,nabire,-3.3667,135.4833,24.58,91,95,1.74,ID,Jun 24 2023
537,xiongzhou,25.1167,114.3,23.02,97,78,1.02,CN,Jun 24 2023
538,vavuniya,8.7514,80.4971,25.76,84,90,3.94,LK,Jun 24 2023
539,goure,13.9835,10.2704,31.54,40,16,3.7,NE,Jun 24 2023
540,arauca,7.0847,-70.7591,24.0,100,75,2.06,CO,Jun 24 2023
541,nadym,65.5333,72.5167,4.04,95,100,2.96,RU,Jun 24 2023
542,saint-francois,46.4154,3.9054,19.69,68,0,0.0,FR,Jun 24 2023
543,al qubbah,32.7616,22.2424,20.54,62,0,4.19,LY,Jun 24 2023
544,klaksvik,62.2266,-6.589,13.51,99,96,8.47,FO,Jun 24 2023
545,yangambi,0.8102,24.4336,20.84,97,100,0.65,CD,Jun 24 2023
546,itoman,26.1247,127.6694,27.01,89,97,3.09,JP,Jun 24 2023
547,koryazhma,61.3143,47.1691,10.98,73,56,1.69,RU,Jun 24 2023
548,padang,-0.9492,100.3543,24.76,90,99,1.81,ID,Jun 24 2023
549,christchurch,-43.5333,172.6333,12.73,90,20,3.09,NZ,Jun 24 2023
